Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 1.0
Modularity Maximization, 250, 0.30000000000000004, 0.991106828099744
Modularity Maximization, 250, 0.4, 0.8516911167368469
Modularity Maximization, 250, 0.5, 0.3165804653098184
Modularity Maximization, 250, 0.6, 0.1689367956777772
Modularity Maximization, 250, 0.7000000000000001, 0.06701652811254746
Modularity Maximization, 500, 0.1, 1.0000000000000002
Modularity Maximization, 500, 0.2, 1.0
Modularity Maximization, 500, 0.30000000000000004, 0.9834871617270223
Modularity Maximization, 500, 0.4, 0.9125843703254314
Modularity Maximization, 500, 0.6, 0.19805774437945917
Modularity Maximization, 500, 0.5, 0.5920591516441024
Modularity Maximization, 500, 0.7000000000000001, 0.12849732808718398
Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 1.0
Modularity Maximization, 250, 0.30000000000000004, 0.9911068280997439
Modularity Maximization, 250, 0.4, 0.7384436489269922
Modularity Maximization, 250, 0.5, 0.31920566054424016
Modularity Maximization, 250, 0.6, 0.10374286240583673
Modularity Maximization, 500, 0.1, 1.0000000000000002
Modularity Maximization, 250, 0.7000000000000001, 0.07593825688549485
Modularity Maximization, 500, 0.2, 1.0
Modularity Maximization, 500, 0.30000000000000004, 0.9967972841325322
Modularity Maximization, 500, 0.4, 0.8456734454089594
Modularity Maximization, 500, 0.5, 0.5629585250224927
Modularity Maximization, 500, 0.6, 0.2195681162769229
Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 1.0
Modularity Maximization, 250, 0.30000000000000004, 0.991106828099744
Modularity Maximization, 250, 0.4, 0.8310630965861723
Modularity Maximization, 250, 0.5, 0.3507812034671184
Modularity Maximization, 500, 0.7000000000000001, 0.09783053362345215
Modularity Maximization, 250, 0.7000000000000001, 0.05941420830431229
Modularity Maximization, 250, 0.6, 0.16657604784989763
Modularity Maximization, 500, 0.1, 1.0000000000000002
Modularity Maximization, 500, 0.2, 1.0000000000000002
Modularity Maximization, 500, 0.30000000000000004, 0.9967972841325322
Modularity Maximization, 500, 0.4, 0.8849737472965352
Modularity Maximization, 500, 0.5, 0.5697682254574862
Modularity Maximization, 500, 0.6, 0.19175727438650755
Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 1.0
Modularity Maximization, 250, 0.30000000000000004, 0.9911068280997439
Modularity Maximization, 250, 0.4, 0.8266042248054578
Modularity Maximization, 250, 0.5, 0.374664588732724
Modularity Maximization, 250, 0.6, 0.1010208959754819
Modularity Maximization, 500, 0.7000000000000001, 0.11852904171044627
Modularity Maximization, 500, 0.1, 1.0000000000000002
Modularity Maximization, 250, 0.7000000000000001, 0.053857802747883765
Modularity Maximization, 500, 0.2, 1.0
Modularity Maximization, 500, 0.30000000000000004, 0.9967972841325322
Modularity Maximization, 500, 0.4, 0.8963797897925688
Modularity Maximization, 500, 0.5, 0.551357784435594
Modularity Maximization, 500, 0.6, 0.2359623720001116
Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 1.0
Modularity Maximization, 250, 0.30000000000000004, 0.991106828099744
Modularity Maximization, 500, 0.7000000000000001, 0.09515131180571183
Modularity Maximization, 250, 0.4, 0.7971990005165943
Modularity Maximization, 250, 0.6, 0.17319035984500925
Modularity Maximization, 250, 0.5, 0.3372137338463334
Modularity Maximization, 500, 0.1, 1.0000000000000002
Modularity Maximization, 250, 0.7000000000000001, 0.060490532919443514
Modularity Maximization, 500, 0.2, 1.0
Modularity Maximization, 500, 0.30000000000000004, 0.9808140995885808
Modularity Maximization, 500, 0.4, 0.9139958325944832
Modularity Maximization, 500, 0.5, 0.5889203110692033
Modularity Maximization, 250, 0.1, 1.0
Modularity Maximization, 250, 0.2, 0.9528136106609103
Modularity Maximization, 250, 0.30000000000000004, 0.9911068280997443
Modularity Maximization, 250, 0.4, 0.8025544861130367
Modularity Maximization, 250, 0.5, 0.3348419844587289
Modularity Maximization, 250, 0.6, 0.1327026348261013
Modularity Maximization, 250, 0.7000000000000001, 0.07384211474365379
